# Species	Genes	Alg.-Conn.	Ht-clean.faa	Pb-clean.faa	Pc-clean.faa	Pf-clean.faa	Pk-clean.faa	Pv-clean.faa	Py-clean.faa	Tg-clean.faa
3	3	1	*	*	3226_g_Pc	*	1652_g_Pk	3200_g_Pv	*	*
3	3	1	*	*	3239_g_Pc	*	3304_g_Pk	3220_g_Pv	*	*
3	3	1	*	*	323_g_Pc	*	328_g_Pk	315_g_Pv	*	*
3	3	1	*	*	3240_g_Pc	*	3305_g_Pk	3221_g_Pv	*	*
3	3	1	*	*	3241_g_Pc	*	3306_g_Pk	3222_g_Pv	*	*
3	3	1	*	*	3242_g_Pc	*	3307_g_Pk	3223_g_Pv	*	*
3	3	1	*	*	3246_g_Pc	*	3310_g_Pk	3227_g_Pv	*	*
3	3	1	*	*	3248_g_Pc	*	3313_g_Pk	3229_g_Pv	*	*
3	3	1	*	*	325_g_Pc	*	331_g_Pk	317_g_Pv	*	*
3	3	1	*	*	3260_g_Pc	*	3325_g_Pk	3240_g_Pv	*	*
3	3	1	*	*	3266_g_Pc	933_g_Pf	3331_g_Pk	*	*	*
3	3	1	*	*	3270_g_Pc	*	3335_g_Pk	3250_g_Pv	*	*
3	3	1	*	*	3271_g_Pc	*	3336_g_Pk	3251_g_Pv	*	*
3	3	1	*	*	3292_g_Pc	*	3358_g_Pk	3271_g_Pv	*	*
3	3	1	*	*	3333_g_Pc	*	3404_g_Pk	3312_g_Pv	*	*
3	3	1	*	*	3361_g_Pc	*	3435_g_Pk	3343_g_Pv	*	*
3	3	1	*	*	3380_g_Pc	*	3459_g_Pk	3364_g_Pv	*	*
3	3	1	*	*	3393_g_Pc	*	3473_g_Pk	3376_g_Pv	*	*
3	3	1	*	*	3397_g_Pc	*	3477_g_Pk	3380_g_Pv	*	*
3	3	1	*	*	3410_g_Pc	*	3490_g_Pk	3393_g_Pv	*	*
3	3	1	*	*	3411_g_Pc	*	3492_g_Pk	3394_g_Pv	*	*
3	3	1	*	*	3416_g_Pc	*	3495_g_Pk	3413_g_Pv	*	*
3	3	1	*	*	3427_g_Pc	*	3504_g_Pk	3423_g_Pv	*	*
3	3	1	*	*	3434_g_Pc	*	3511_g_Pk	3430_g_Pv	*	*
3	3	1	*	*	3441_g_Pc	*	3517_g_Pk	3436_g_Pv	*	*
3	3	1	*	*	3446_g_Pc	*	3524_g_Pk	*	4591_g_Py	*
3	3	1	*	*	3448_g_Pc	*	3526_g_Pk	3442_g_Pv	*	*
3	3	1	*	*	3457_g_Pc	*	3534_g_Pk	3451_g_Pv	*	*
3	3	1	*	*	346_g_Pc	*	350_g_Pk	334_g_Pv	*	*
3	3	1	*	*	3476_g_Pc	*	3556_g_Pk	3471_g_Pv	*	*
3	3	1	*	*	3484_g_Pc	*	3563_g_Pk	3478_g_Pv	*	*
3	3	1	*	*	3487_g_Pc	*	3568_g_Pk	3482_g_Pv	*	*
3	3	1	*	*	3489_g_Pc	*	3570_g_Pk	3484_g_Pv	*	*
3	3	1	*	*	3507_g_Pc	*	3579_g_Pk	3510_g_Pv	*	*
3	3	1	*	*	3510_g_Pc	*	3583_g_Pk	3513_g_Pv	*	*
3	3	1	*	*	3516_g_Pc	*	3591_g_Pk	3522_g_Pv	*	*
3	3	1	*	*	3533_g_Pc	*	3610_g_Pk	3538_g_Pv	*	*
3	3	1	*	*	3535_g_Pc	*	3611_g_Pk	3540_g_Pv	*	*
3	3	1	*	*	3539_g_Pc	*	3615_g_Pk	3544_g_Pv	*	*
3	3	1	*	*	3547_g_Pc	*	3626_g_Pk	3554_g_Pv	*	*
3	3	1	*	*	3571_g_Pc	*	3655_g_Pk	3717_g_Pv	*	*
3	3	1	*	*	3578_g_Pc	*	3661_g_Pk	3710_g_Pv	*	*
3	3	1	*	*	3601_g_Pc	*	3685_g_Pk	3688_g_Pv	*	*
3	3	1	*	*	3604_g_Pc	*	3688_g_Pk	3685_g_Pv	*	*
3	3	1	*	*	3616_g_Pc	*	3700_g_Pk	3674_g_Pv	*	*
3	3	1	*	*	3623_g_Pc	*	3705_g_Pk	3670_g_Pv	*	*
3	3	1	*	*	3650_g_Pc	*	3732_g_Pk	3644_g_Pv	*	*
3	3	1	*	*	3656_g_Pc	*	3740_g_Pk	3638_g_Pv	*	*
3	3	1	*	*	3662_g_Pc	*	3746_g_Pk	3632_g_Pv	*	*
3	3	1	*	*	3687_g_Pc	*	3774_g_Pk	3609_g_Pv	*	*
3	3	1	*	*	3691_g_Pc	*	3778_g_Pk	3605_g_Pv	*	*
3	3	1	*	*	3692_g_Pc	*	3779_g_Pk	3604_g_Pv	*	*
3	3	1	*	*	3694_g_Pc	*	3781_g_Pk	3602_g_Pv	*	*
3	3	1	*	*	3712_g_Pc	*	3800_g_Pk	3583_g_Pv	*	*
3	3	1	*	*	3760_g_Pc	*	3837_g_Pk	3756_g_Pv	*	*
3	3	1	*	*	3772_g_Pc	*	3849_g_Pk	3768_g_Pv	*	*
3	3	1	*	*	378_g_Pc	*	386_g_Pk	368_g_Pv	*	*
3	3	1	*	*	37_g_Pc	*	44_g_Pk	34_g_Pv	*	*
3	3	1	*	*	3803_g_Pc	*	3882_g_Pk	3797_g_Pv	*	*
3	3	1	*	*	3814_g_Pc	*	3895_g_Pk	3807_g_Pv	*	*
3	3	1	*	*	381_g_Pc	*	389_g_Pk	371_g_Pv	*	*
3	3	1	*	*	3823_g_Pc	*	3903_g_Pk	3814_g_Pv	*	*
3	3	1	*	*	3864_g_Pc	*	3947_g_Pk	3857_g_Pv	*	*
3	3	1	*	*	3876_g_Pc	*	3959_g_Pk	3869_g_Pv	*	*
3	3	1	*	*	3888_g_Pc	*	3970_g_Pk	3882_g_Pv	*	*
3	3	1	*	*	3920_g_Pc	*	4004_g_Pk	3916_g_Pv	*	*
3	3	1	*	*	3930_g_Pc	*	4015_g_Pk	3926_g_Pv	*	*
3	3	1	*	*	3933_g_Pc	*	4017_g_Pk	3928_g_Pv	*	*
3	3	1	*	*	3935_g_Pc	4175_g_Pf	*	3930_g_Pv	*	*
3	3	1	*	*	3937_g_Pc	*	4020_g_Pk	3933_g_Pv	*	*
3	3	1	*	*	393_g_Pc	*	401_g_Pk	382_g_Pv	*	*
3	3	1	*	*	3948_g_Pc	*	4030_g_Pk	3943_g_Pv	*	*
3	3	1	*	*	3958_g_Pc	*	4047_g_Pk	3954_g_Pv	*	*
3	3	1	*	*	3973_g_Pc	*	4068_g_Pk	3976_g_Pv	*	*
3	3	1	*	*	3982_g_Pc	*	4078_g_Pk	3985_g_Pv	*	*
3	3	1	*	*	3985_g_Pc	*	4080_g_Pk	3987_g_Pv	*	*
3	3	1	*	*	3993_g_Pc	*	4089_g_Pk	3995_g_Pv	*	*
3	3	1	*	*	3995_g_Pc	*	4091_g_Pk	3997_g_Pv	*	*
3	3	1	*	*	4007_g_Pc	*	4103_g_Pk	4009_g_Pv	*	*
3	3	1	*	*	4013_g_Pc	*	4109_g_Pk	4015_g_Pv	*	*
3	3	1	*	*	4029_g_Pc	*	4125_g_Pk	4030_g_Pv	*	*
3	3	1	*	*	4032_g_Pc	*	4130_g_Pk	4035_g_Pv	*	*
3	3	1	*	*	4033_g_Pc	*	4131_g_Pk	4036_g_Pv	*	*
3	3	1	*	*	4034_g_Pc	4275_g_Pf	*	4037_g_Pv	*	*
3	3	1	*	*	4038_g_Pc	*	4135_g_Pk	4042_g_Pv	*	*
3	3	1	*	*	4050_g_Pc	*	871_g_Pk	4070_g_Pv	*	*
3	3	1	*	*	4090_g_Pc	*	4182_g_Pk	4107_g_Pv	*	*
3	3	1	*	*	4107_g_Pc	*	4201_g_Pk	4124_g_Pv	*	*
3	3	1	*	*	4115_g_Pc	*	4210_g_Pk	4132_g_Pv	*	*
3	3	1	*	*	4120_g_Pc	*	4217_g_Pk	4136_g_Pv	*	*
3	3	1	*	*	4132_g_Pc	*	2712_g_Pk	2616_g_Pv	*	*
3	3	1	*	*	4146_g_Pc	*	4243_g_Pk	4161_g_Pv	*	*
3	3	1	*	*	4174_g_Pc	*	4269_g_Pk	4186_g_Pv	*	*
3	3	1	*	*	4197_g_Pc	*	4296_g_Pk	4208_g_Pv	*	*
3	3	1	*	*	425_g_Pc	*	435_g_Pk	410_g_Pv	*	*
3	3	1	*	*	4288_g_Pc	*	*	4295_g_Pv	2919_g_Py	*
3	3	1	*	*	4307_g_Pc	*	4409_g_Pk	4314_g_Pv	*	*
3	3	1	*	*	4308_g_Pc	*	4410_g_Pk	4315_g_Pv	*	*
3	3	1	*	*	4318_g_Pc	*	4423_g_Pk	4326_g_Pv	*	*
3	3	1	*	*	4321_g_Pc	*	4428_g_Pk	4329_g_Pv	*	*
3	3	1	*	*	4338_g_Pc	*	4445_g_Pk	4348_g_Pv	*	*
3	3	1	*	*	4364_g_Pc	*	4472_g_Pk	4374_g_Pv	*	*
3	3	1	*	*	4366_g_Pc	*	4474_g_Pk	4376_g_Pv	*	*
3	3	1	*	*	4378_g_Pc	*	4489_g_Pk	4387_g_Pv	*	*
3	3	1	*	*	4380_g_Pc	*	4490_g_Pk	4388_g_Pv	*	*
3	3	1	*	*	4406_g_Pc	*	4516_g_Pk	4413_g_Pv	*	*
3	3	1	*	*	4413_g_Pc	*	4518_g_Pk	4416_g_Pv	*	*
3	3	1	*	*	4429_g_Pc	*	4533_g_Pk	4432_g_Pv	*	*
3	3	1	*	*	4450_g_Pc	*	4556_g_Pk	4455_g_Pv	*	*
3	3	1	*	*	4457_g_Pc	*	4563_g_Pk	4462_g_Pv	*	*
3	3	1	*	*	4513_g_Pc	*	4625_g_Pk	4520_g_Pv	*	*
3	3	1	*	*	4519_g_Pc	*	4632_g_Pk	4527_g_Pv	*	*
3	3	1	*	*	4544_g_Pc	*	4656_g_Pk	4553_g_Pv	*	*
3	3	1	*	*	4573_g_Pc	*	4685_g_Pk	4579_g_Pv	*	*
3	3	1	*	*	4615_g_Pc	*	4726_g_Pk	4619_g_Pv	*	*
3	3	1	*	*	4627_g_Pc	*	4738_g_Pk	4630_g_Pv	*	*
3	3	1	*	*	462_g_Pc	*	472_g_Pk	446_g_Pv	*	*
3	3	1	*	*	4632_g_Pc	*	4743_g_Pk	4635_g_Pv	*	*
3	3	1	*	*	4650_g_Pc	*	4759_g_Pk	4651_g_Pv	*	*
3	3	1	*	*	4676_g_Pc	*	4785_g_Pk	4675_g_Pv	*	*
3	3	1	*	*	4680_g_Pc	*	4790_g_Pk	4679_g_Pv	*	*
3	3	1	*	*	4681_g_Pc	*	4791_g_Pk	4680_g_Pv	*	*
3	3	1	*	*	4702_g_Pc	*	4814_g_Pk	4702_g_Pv	*	*
3	3	1	*	*	4705_g_Pc	*	4817_g_Pk	4705_g_Pv	*	*
3	3	1	*	*	4718_g_Pc	*	4831_g_Pk	4719_g_Pv	*	*
3	3	1	*	*	4735_g_Pc	*	4848_g_Pk	4737_g_Pv	*	*
3	3	1	*	*	4753_g_Pc	*	4864_g_Pk	4751_g_Pv	*	*
3	3	1	*	*	4765_g_Pc	*	4873_g_Pk	4763_g_Pv	*	*
3	3	1	*	*	4768_g_Pc	*	4877_g_Pk	4766_g_Pv	*	*
3	3	1	*	*	476_g_Pc	*	487_g_Pk	456_g_Pv	*	*
3	3	1	*	*	4791_g_Pc	*	4898_g_Pk	4787_g_Pv	*	*
3	3	1	*	*	4811_g_Pc	*	4918_g_Pk	4804_g_Pv	*	*
3	3	1	*	*	4822_g_Pc	*	4929_g_Pk	4814_g_Pv	*	*
3	3	1	*	*	4824_g_Pc	*	4931_g_Pk	4816_g_Pv	*	*
3	3	1	*	*	4827_g_Pc	2969_g_Pf	*	4819_g_Pv	*	*
3	3	1	*	*	4828_g_Pc	*	4934_g_Pk	4820_g_Pv	*	*
3	3	1	*	*	4856_g_Pc	*	1477_g_Pk	1409_g_Pv	*	*
3	3	1	*	*	5066_g_Pc	*	4_g_Pk	5630_g_Pv	*	*
3	3	1	*	*	5114_g_Pc	*	3510_g_Pk	3429_g_Pv	*	*
3	3	1	*	*	526_g_Pc	*	542_g_Pk	505_g_Pv	*	*
3	3	1	*	*	527_g_Pc	3643_g_Pf	*	506_g_Pv	*	*
3	3	1	*	*	547_g_Pc	*	564_g_Pk	525_g_Pv	*	*
3	3	1	*	*	570_g_Pc	*	585_g_Pk	547_g_Pv	*	*
3	3	1	*	*	592_g_Pc	*	607_g_Pk	567_g_Pv	*	*
3	3	1	*	*	598_g_Pc	*	615_g_Pk	573_g_Pv	*	*
3	3	1	*	*	617_g_Pc	*	634_g_Pk	591_g_Pv	*	*
3	3	1	*	*	655_g_Pc	*	674_g_Pk	629_g_Pv	*	*
3	3	1	*	*	66_g_Pc	*	74_g_Pk	61_g_Pv	*	*
3	3	1	*	*	673_g_Pc	*	692_g_Pk	647_g_Pv	*	*
3	3	1	*	*	705_g_Pc	*	730_g_Pk	683_g_Pv	*	*
3	3	1	*	*	733_g_Pc	*	763_g_Pk	712_g_Pv	*	*
3	3	1	*	*	738_g_Pc	*	771_g_Pk	*	57_g_Py	*
3	3	1	*	*	749_g_Pc	*	785_g_Pk	725_g_Pv	*	*
3	3	1	*	*	759_g_Pc	*	795_g_Pk	735_g_Pv	*	*
3	3	1	*	*	762_g_Pc	*	796_g_Pk	737_g_Pv	*	*
3	3	1	*	*	772_g_Pc	*	808_g_Pk	758_g_Pv	*	*
3	3	1	*	*	773_g_Pc	*	809_g_Pk	759_g_Pv	*	*
3	3	1	*	*	774_g_Pc	*	810_g_Pk	760_g_Pv	*	*
3	3	1	*	*	784_g_Pc	*	821_g_Pk	770_g_Pv	*	*
3	3	1	*	*	792_g_Pc	*	829_g_Pk	778_g_Pv	*	*
3	3	1	*	*	799_g_Pc	*	836_g_Pk	785_g_Pv	*	*
3	3	1	*	*	854_g_Pc	*	890_g_Pk	836_g_Pv	*	*
3	3	1	*	*	861_g_Pc	*	896_g_Pk	841_g_Pv	*	*
3	3	1	*	*	885_g_Pc	*	921_g_Pk	866_g_Pv	*	*
3	3	1	*	*	916_g_Pc	*	955_g_Pk	898_g_Pv	*	*
3	3	1	*	*	926_g_Pc	*	966_g_Pk	909_g_Pv	*	*
3	3	1	*	*	939_g_Pc	*	975_g_Pk	923_g_Pv	*	*
3	3	1	*	*	945_g_Pc	*	977_g_Pk	929_g_Pv	*	*
3	3	1	*	*	979_g_Pc	*	1010_g_Pk	963_g_Pv	*	*
3	3	1	*	*	990_g_Pc	*	1021_g_Pk	974_g_Pv	*	*
3	3	1	*	1058_g_Pb	*	3166_g_Pf	*	*	1846_g_Py	*
3	3	1	*	1520_g_Pb	4446_g_Pc	*	*	*	4005_g_Py	*
3	3	1	*	1786_g_Pb	*	1181_g_Pf	*	*	3426_g_Py	*
3	3	1	*	2058_g_Pb	*	2292_g_Pf	2370_g_Pk	*	*	*
3	3	1	*	2591_g_Pb	3817_g_Pc	*	3898_g_Pk	*	*	*
3	3	1	*	2779_g_Pb	4526_g_Pc	*	*	4534_g_Pv	*	*
3	3	1	*	3040_g_Pb	*	3285_g_Pf	*	*	3099_g_Py	*
3	3	1	*	332_g_Pb	*	*	*	*	428_g_Py	10085_g_Tg
3	3	1	*	3367_g_Pb	*	4060_g_Pf	*	*	2246_g_Py	*
3	3	1	*	3519_g_Pb	*	4258_g_Pf	*	*	2043_g_Py	*
3	3	1	*	3560_g_Pb	1583_g_Pc	*	*	*	2682_g_Py	*
3	3	1	*	3643_g_Pb	*	*	*	1011_g_Pv	393_g_Py	*
3	3	1	*	3721_g_Pb	*	*	*	2187_g_Pv	1282_g_Py	*
3	3	1	*	3780_g_Pb	*	*	183_g_Pk	166_g_Pv	*	*
3	3	1	*	4079_g_Pb	2651_g_Pc	721_g_Pf	*	*	*	*
3	3	1	*	413_g_Pb	*	5096_g_Pf	*	*	4551_g_Py	*
3	3	1	*	4415_g_Pb	*	4252_g_Pf	*	*	2049_g_Py	*
3	3	1	*	4485_g_Pb	*	3777_g_Pf	*	*	2851_g_Py	*
3	3	1	*	5048_g_Pb	*	728_g_Pf	*	*	731_g_Py	*
3	3	1	*	6591_g_Pb	*	1502_g_Pf	*	*	2596_g_Py	*
3	3	1	*	6592_g_Pb	*	1501_g_Pf	*	*	2595_g_Py	*
3	3	1	*	6615_g_Pb	*	4387_g_Pf	*	*	1964_g_Py	*
3	3	1	*	6852_g_Pb	*	3815_g_Pf	*	*	2889_g_Py	*
3	3	1	*	7081_g_Pb	1793_g_Pc	*	*	*	2482_g_Py	*
3	3	1	*	732_g_Pb	*	1112_g_Pf	2129_g_Pk	*	*	*
3	3	1	*	87_g_Pb	*	3673_g_Pf	509_g_Pk	*	*	*
3	3	1	1242_g_Ht	6846_g_Pb	*	*	*	*	4577_g_Py	*
3	3	1	1415_g_Ht	2621_g_Pb	*	*	*	*	3456_g_Py	*
3	3	1	1609_g_Ht	*	*	3520_g_Pf	672_g_Pk	*	*	*
3	3	1	1633_g_Ht	*	*	4386_g_Pf	2804_g_Pk	*	*	*
3	3	1	2217_g_Ht	5975_g_Pb	*	1404_g_Pf	*	*	*	*
3	3	1	2389_g_Ht	3729_g_Pb	*	2745_g_Pf	*	*	*	*
3	3	1	3096_g_Ht	1432_g_Pb	*	4067_g_Pf	*	*	*	*
3	3	1	310_g_Ht	6838_g_Pb	*	*	426_g_Pk	*	*	*
3	3	1	65_g_Ht	2289_g_Pb	*	*	*	*	2340_g_Py	*
3	3	0.33	*	*	*	*	3444_g_Pk	3350_g_Pv	4521_g_Py	*
3	3	0.33	*	*	*	1737_g_Pf	1350_g_Pk	*	4718_g_Py	*
3	3	0.33	*	*	*	2071_g_Pf	1512_g_Pk	1445_g_Pv	*	*
3	3	0.33	*	*	1431_g_Pc	*	1473_g_Pk	1404_g_Pv	*	*
3	3	0.33	*	*	1691_g_Pc	*	1747_g_Pk	*	*	8079_g_Tg
3	3	0.33	*	*	1763_g_Pc	*	1809_g_Pk	1734_g_Pv	*	*
3	3	0.33	*	*	1803_g_Pc	*	1845_g_Pk	1770_g_Pv	*	*
3	3	0.33	*	*	1889_g_Pc	*	4137_g_Pk	1853_g_Pv	*	*
3	3	0.33	*	*	2568_g_Pc	*	2638_g_Pk	2543_g_Pv	*	*
3	3	0.33	*	*	2573_g_Pc	*	2643_g_Pk	2548_g_Pv	*	*
3	3	0.33	*	*	2686_g_Pc	*	2761_g_Pk	2659_g_Pv	*	*
3	3	0.33	*	*	2709_g_Pc	*	2774_g_Pk	2682_g_Pv	*	*
3	3	0.33	*	*	2712_g_Pc	*	2778_g_Pk	2685_g_Pv	*	*
3	3	0.33	*	*	2714_g_Pc	4410_g_Pf	*	2686_g_Pv	*	*
3	3	0.33	*	*	2738_g_Pc	*	2803_g_Pk	2710_g_Pv	*	*
3	3	0.33	*	*	3039_g_Pc	*	3112_g_Pk	2992_g_Pv	*	*
3	3	0.33	*	*	313_g_Pc	*	318_g_Pk	302_g_Pv	*	*
3	3	0.33	*	*	3229_g_Pc	*	1651_g_Pk	3202_g_Pv	*	*
3	3	0.33	*	*	3351_g_Pc	*	324_g_Pk	3332_g_Pv	*	*
3	3	0.33	*	*	3366_g_Pc	*	3440_g_Pk	3349_g_Pv	*	*
3	3	0.33	*	*	3688_g_Pc	*	3775_g_Pk	3608_g_Pv	*	*
3	3	0.33	*	*	4054_g_Pc	*	4145_g_Pk	4073_g_Pv	*	*
3	3	0.33	*	*	4741_g_Pc	*	4853_g_Pk	4741_g_Pv	*	*
3	3	0.33	*	*	4877_g_Pc	1020_g_Pf	2600_g_Pk	*	*	*
3	3	0.33	*	*	4968_g_Pc	*	3029_g_Pk	5138_g_Pv	*	*
3	3	0.33	*	*	4979_g_Pc	*	4060_g_Pk	3970_g_Pv	*	*
3	3	0.33	*	*	5764_g_Pc	*	800_g_Pk	3006_g_Pv	*	*
3	3	0.33	*	*	770_g_Pc	4283_g_Pf	807_g_Pk	*	*	*
3	3	0.33	*	*	896_g_Pc	*	934_g_Pk	878_g_Pv	*	*
3	3	0.33	*	*	942_g_Pc	*	976_g_Pk	926_g_Pv	*	*
3	3	0.33	*	1306_g_Pb	*	865_g_Pf	*	*	4493_g_Py	*
3	3	0.33	*	1357_g_Pb	4720_g_Pc	*	*	*	3744_g_Py	*
3	3	0.33	*	1840_g_Pb	1400_g_Pc	*	*	1374_g_Pv	*	*
3	3	0.33	*	2474_g_Pb	*	603_g_Pf	*	*	1736_g_Py	*
3	3	0.33	*	2475_g_Pb	*	261_g_Pf	*	*	377_g_Py	*
3	3	0.33	*	2728_g_Pb	*	4702_g_Pf	*	*	896_g_Py	*
3	3	0.33	*	2820_g_Pb	*	2247_g_Pf	*	*	1313_g_Py	*
3	3	0.33	*	3617_g_Pb	*	4817_g_Pf	*	*	4144_g_Py	*
3	3	0.33	*	3761_g_Pb	*	2723_g_Pf	*	*	3892_g_Py	*
3	3	0.33	*	6324_g_Pb	312_g_Pc	*	*	301_g_Pv	*	*
3	3	0.33	*	6550_g_Pb	4957_g_Pc	*	*	5639_g_Pv	*	*
3	3	0.33	*	6823_g_Pb	*	4545_g_Pf	*	*	4376_g_Py	*
3	3	0.33	*	7208_g_Pb	*	3753_g_Pf	*	*	2828_g_Py	*
3	3	0.33	*	866_g_Pb	*	*	*	4477_g_Pv	3980_g_Py	*
3	3	0.33	*	896_g_Pb	*	5092_g_Pf	*	*	4547_g_Py	*
3	3	0.33	*	947_g_Pb	*	636_g_Pf	*	*	1769_g_Py	*
3	3	0.33	*	967_g_Pb	4251_g_Pc	*	*	4260_g_Pv	*	*
3	3	0.33	1893_g_Ht	1150_g_Pb	2501_g_Pc	*	*	*	*	*
3	3	0.33	2301_g_Ht	589_g_Pb	*	2744_g_Pf	*	*	*	*
3	3	0.33	2712_g_Ht	*	4757_g_Pc	*	*	4756_g_Pv	*	*
3	3	0.33	2831_g_Ht	*	*	1487_g_Pf	*	*	2581_g_Py	*
3	3	0.33	3032_g_Ht	*	*	1402_g_Pf	*	*	2500_g_Py	*
3	3	0.33	716_g_Ht	*	*	76_g_Pf	1987_g_Pk	*	*	*
2	7	0.143	*	977_g_Pb	*	1013_g_Pf,2559_g_Pf,3406_g_Pf,3684_g_Pf,3934_g_Pf,4940_g_Pf	*	*	*	*
2	5	0.2	*	*	5747_g_Pc,5624_g_Pc,5090_g_Pc,5097_g_Pc	*	*	5177_g_Pv	*	*
2	5	0.2	*	2408_g_Pb	*	*	*	*	1807_g_Py,4265_g_Py,4620_g_Py,4875_g_Py	*
2	5	0.2	*	6608_g_Pb	*	*	*	*	3_g_Py,3276_g_Py,3634_g_Py,4485_g_Py	*
2	5	0.104	*	*	5140_g_Pc,5498_g_Pc,5694_g_Pc	*	*	5015_g_Pv,5156_g_Pv	*	*
2	5	0.104	*	366_g_Pb,1362_g_Pb,5581_g_Pb	*	*	*	*	3271_g_Py,936_g_Py	*
2	4	0.25	*	*	*	*	770_g_Pk	5430_g_Pv,5431_g_Pv,5467_g_Pv	*	*
2	4	0.25	*	*	320_g_Pc	*	*	3014_g_Pv,5352_g_Pv,5618_g_Pv	*	*
2	4	0.25	*	*	5007_g_Pc	*	*	4974_g_Pv,5063_g_Pv,5625_g_Pv	*	*
2	4	0.25	*	*	5195_g_Pc,5365_g_Pc,5573_g_Pc	*	*	4947_g_Pv	*	*
2	4	0.25	*	*	5541_g_Pc,5679_g_Pc,5689_g_Pc	*	*	5140_g_Pv	*	*
2	4	0.25	*	1159_g_Pb	*	*	*	*	173_g_Py,3476_g_Py,4053_g_Py	*
2	4	0.25	*	1385_g_Pb	*	*	*	*	934_g_Py,2009_g_Py,3496_g_Py	*
2	4	0.25	*	1538_g_Pb	*	*	*	*	2787_g_Py,4102_g_Py,4609_g_Py	*
2	4	0.25	*	1565_g_Pb	*	*	*	*	1808_g_Py,4266_g_Py,4616_g_Py	*
2	4	0.25	*	1603_g_Pb	*	*	*	*	24_g_Py,1993_g_Py,4659_g_Py	*
2	4	0.25	*	1888_g_Pb,6421_g_Pb,6373_g_Pb	*	*	*	*	26_g_Py	*
2	4	0.25	*	2655_g_Pb	*	*	*	*	1795_g_Py,2789_g_Py,3492_g_Py	*
2	4	0.25	*	3788_g_Pb	*	*	*	*	27_g_Py,3638_g_Py,4848_g_Py	*
2	4	0.25	*	4297_g_Pb,789_g_Pb,5589_g_Pb	*	*	*	*	4606_g_Py	*
2	4	0.25	*	5587_g_Pb	*	*	*	*	944_g_Py,1855_g_Py,3632_g_Py	*
2	4	0.25	*	5615_g_Pb	*	*	*	*	3280_g_Py,4648_g_Py,4887_g_Py	*
2	4	0.146	*	*	2967_g_Pc,2973_g_Pc	*	117_g_Pk,1174_g_Pk	*	*	*
2	4	0.146	*	*	5593_g_Pc,5027_g_Pc	*	*	4891_g_Pv,5193_g_Pv	*	*
2	4	0.146	*	1969_g_Pb,2527_g_Pb	*	*	*	*	4865_g_Py,3477_g_Py	*
2	4	0.146	*	6496_g_Pb,4422_g_Pb	*	*	*	*	957_g_Py,2372_g_Py	*
2	3	0.33	*	*	*	*	*	*	2600_g_Py	9501_g_Tg,13164_g_Tg
2	3	0.33	*	*	*	*	*	149_g_Pv	*	6768_g_Tg,8144_g_Tg
2	3	0.33	*	*	*	*	*	4629_g_Pv	*	6746_g_Tg,8164_g_Tg
2	3	0.33	*	*	*	*	*	584_g_Pv	*	483_g_Tg,689_g_Tg
2	3	0.33	*	*	*	*	2904_g_Pk	*	*	11239_g_Tg,12036_g_Tg
2	3	0.33	*	*	*	1221_g_Pf,4740_g_Pf	*	*	3468_g_Py	*
2	3	0.33	*	*	*	1652_g_Pf	*	*	*	1178_g_Tg,1459_g_Tg
2	3	0.33	*	*	*	1867_g_Pf	*	*	531_g_Py,2014_g_Py	*
2	3	0.33	*	*	*	1888_g_Pf	*	*	*	6916_g_Tg,7996_g_Tg
2	3	0.33	*	*	*	2955_g_Pf	*	*	*	11105_g_Tg,11902_g_Tg
2	3	0.33	*	*	*	3497_g_Pf	*	*	*	1864_g_Tg,2397_g_Tg
2	3	0.33	*	*	*	4346_g_Pf	*	*	*	11054_g_Tg,11851_g_Tg
2	3	0.33	*	*	*	4716_g_Pf	*	*	*	9180_g_Tg,13485_g_Tg
2	3	0.33	*	*	*	657_g_Pf,2982_g_Pf	*	*	3467_g_Py	*
2	3	0.33	*	*	*	949_g_Pf	*	*	*	7119_g_Tg,7798_g_Tg
2	3	0.33	*	*	2692_g_Pc	*	*	744_g_Pv,5592_g_Pv	*	*
2	3	0.33	*	*	4063_g_Pc	*	*	*	*	7443_g_Tg,7476_g_Tg
2	3	0.33	*	*	4839_g_Pc,4880_g_Pc	*	*	3017_g_Pv	*	*
2	3	0.33	*	*	4852_g_Pc	*	*	745_g_Pv,5591_g_Pv	*	*
2	3	0.33	*	*	4853_g_Pc	*	*	746_g_Pv,5590_g_Pv	*	*
2	3	0.33	*	*	4887_g_Pc	*	*	4945_g_Pv,5462_g_Pv	*	*
2	3	0.33	*	*	4941_g_Pc,5238_g_Pc	*	*	5619_g_Pv	*	*
2	3	0.33	*	*	4967_g_Pc	*	2475_g_Pk,4178_g_Pk	*	*	*
2	3	0.33	*	*	5051_g_Pc,5060_g_Pc	*	*	3015_g_Pv	*	*
2	3	0.33	*	*	5069_g_Pc	*	*	4957_g_Pv,5137_g_Pv	*	*
2	3	0.33	*	*	5101_g_Pc,5102_g_Pc	*	*	3503_g_Pv	*	*
2	3	0.33	*	*	5115_g_Pc	*	*	4997_g_Pv,5626_g_Pv	*	*
2	3	0.33	*	*	5122_g_Pc,5186_g_Pc	*	*	3506_g_Pv	*	*
2	3	0.33	*	*	5139_g_Pc,5159_g_Pc	*	*	3571_g_Pv	*	*
2	3	0.33	*	*	5202_g_Pc,5782_g_Pc	*	*	2669_g_Pv	*	*
2	3	0.33	*	*	5299_g_Pc,5273_g_Pc	*	*	4986_g_Pv	*	*
